iter	Logloss
1514	0.2222140928
1515	0.2221654753
1516	0.2221416203
1517	0.2221139045
1518	0.2220737347
1519	0.2220544353
1520	0.2220158887
1521	0.2219740765
1522	0.2219596724
1523	0.2219281449
1524	0.2218968591
1525	0.2218197476
1526	0.2218009528
1527	0.2217776965
1528	0.2217031961
1529	0.2216372082
1530	0.2215664043
1531	0.2215289536
1532	0.2214610006
1533	0.2214270142
1534	0.2213666941
1535	0.22132521
1536	0.2212762536
1537	0.2212111029
1538	0.221179449
1539	0.221088018
1540	0.2210726503
1541	0.2209823571
1542	0.2209455438
1543	0.220901349
1544	0.2208902682
1545	0.2208457903
1546	0.2208195726
1547	0.2207576683
1548	0.2206800021
1549	0.2206623141
1550	0.2206498514
1551	0.2205564101
1552	0.2204930385
1553	0.2204590539
1554	0.2203824822
1555	0.2203692879
1556	0.2203488762
1557	0.2203027546
1558	0.2202483293
1559	0.2202103876
1560	0.2201636337
1561	0.2201076218
1562	0.2200833212
1563	0.2200693123
1564	0.2200561621
1565	0.2200233589
1566	0.2199525522
1567	0.2199217827
1568	0.2198917471
1569	0.2198657024
1570	0.2198337499
1571	0.2198086789
1572	0.2197748542
1573	0.2197562826
1574	0.2197183627
1575	0.2196240306
1576	0.2195890657
1577	0.2195570343
1578	0.2194967909
1579	0.2194561523
1580	0.2194357271
1581	0.2193804492
1582	0.2193498736
1583	0.2193387419
1584	0.2192464671
1585	0.2191977335
1586	0.2191527988
1587	0.219111998
1588	0.2190850651
1589	0.2190735363
1590	0.2190240113
1591	0.2189661925
1592	0.218888144
1593	0.2188350285
1594	0.218794026
1595	0.2187373604
1596	0.2186933004
1597	0.2186661516
1598	0.2186285979
1599	0.2186020823
1600	0.218529343
